Question,labels
IN THE ACTUAL TOILET OKAY AND DID THIS MAN SAY ANYTHING TO YOU WHEN YOU WERE IN THE TOILET,2
HM-HM AND THEN WHAT,1
YEAH YEAH OKAY DID DAD SAY ANYTHING DID DAD SAY ANYTHING WHEN HE WAS DOING THAT TO YOU,2
OKAY WHEN DID THAT HAPPEN,2
WHERE DID HE GET THE STICK FROM,2
YES WHAT DID YOU WANT TO TELL ME ABOUT MR MATTHEWS,2
CAN YOU TELL ME MORE ABOUT THAT BIT,2
WHERE WAS THAT,2
AND WHAT DID YOU TELL YOUR MUM,2
START AT THE BEGINNING,0
YEAH HAVE YOU SEEN CALLUM SINCE THEN,2
AND HIS UNDIES YEAH AND WHAT THEN,1
TELL ME MORE ABOUT THE PART WHERE HE WANTED TO TEACH YOU A NEW GAME,1
YOUR HAND YEAH ALL RIGHT SO WHAT NEXT WHAT HAPPENS NEXT,1
WHAT WAS HE SHOUTING AT YOU FOR,3
: DID SHE SAY ANYTHING ELSE,2
YOUR UNCLE GARY OKAY TELL ME WHAT HAPPENED WITH UNCLE GARY AND START AT THE BEGINNING,1
CAN YOU TELL ME MORE ABOUT HOW IT HURT,2
TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
AND THEN WHAT HAPPENED,1
I KNOW SO THAT MEANS YOUR CLOTHES WERE OFF,3
OKAY SO DESCRIBE TO ME HOW HE PRETENDS TO BE MR TICKLES,2
OKAY YOU'RE OKAY,2
OKAY DO YOU WANT TO TELL ME A LITTLE BIT ABOUT ANOTHER TIME THAT IT HAPPENED YOU SAID THAT IT HAPPENED MORE THAN ONCE,2
AND WHAT DOES HE SAY TO YOU WHEN HE'S TICKLING YOU,3
OKAY DO YOU GUYS GO TO THE SAME SCHOOL OR DIFFERENT SCHOOLS,2
HM-HM AND THEN WHAT HAPPENED AFTER THAT,1
NO OKAY DOES ANYBODY ELSE KNOW ABOUT IT,2
OKAY SO WHAT I WOULD LIKE YOU TO DO IS I WANT YOU TO TELL ME MORE ABOUT THE PART WHEN HE PUT HIS HAND ON YOUR MINI,1
SO WHEN YOU'RE JUST IN YOUR HOUSE HOW MANY PEOPLE LIVE THERE NORMALLY,2
AND IS THERE ANYBODY ELSE AT YOUR HOUSE OR IS IT JUST YOU YOUR MUM AND STEPHEN,2
YEAH AND WHAT HAPPENED WHEN YOU WENT TO THE TOILET,2
YEAH WHAT OTHER THINGS DOES HE SAY TO YOU,2
OKAY JUST TELL ME A BIT MORE INFORMATION ABOUT WHAT YOU DO WITH YOUR BOTTOM,2
YEAH WHO WAS THERE AT DINNER WITH YOU,2
TELL ME EVERYTHING THAT HAPPENED FROM START TO FINISH,0
: OKAY WHAT DOES SHE DO AT THE HOSPITAL,2
NEW GAME IN THE TUNNEL OKAY TELL ME MORE ABOUT THE PART WHERE HE WANTED YOU TO PLAY THE NEW GAME IN THE TUNNEL,1
HM OH OKAY IS THERE ANYTHING ELSE WITH THE MERMAID GAME,2
WHAT ELSE HAPPENED,1
HM-HM AND HOW DO YOU KNOW THAT,2
AND WHAT HAPPENED NEXT,1
: AND TELL ME ABOUT WHERE THOSE MARKS ARE,2
YEAH OKAY SO YOUR MUM SAID THAT YOU WENT TO KMART THE OTHER DAY IS THAT RIGHT,3
YEAH CAN YOU REMEMBER WHAT YOU SAID TO YOUR MUM,2
OKAY SO JANET CAN YOU SORRY HILARY I GOT YOUR NAME WRONG HILARY CAN YOU TELL ME ABOUT JANET'S POP WHEN YOU GO OVER TO JANET'S HOUSE IS IT JUST POP THERE OR IS THERE ANYONE ELSE THERE,2
DOES IT MAKE YOU FEEL BAD THAT JACK DOESN'T WANT TO PLAY WITH YOU ANYMORE,2
AND ISABELLE WHEN YOU TOLD ME THAT THIS HAPPENED IN THE TUNNEL CAN YOU TELL ME WHEREABOUTS THE TUNNEL IS AT THE PARK,2
OKAY SO NO ONE ELSE WAS HOME WHERE WAS EVERYONE ELSE,2
OKAY YOU'RE DOING A GREAT JOB THANK YOU FOR TELLING ME YOUR STORY SO HOW MANY TIMES DOES HE PLAY THE TICKLING GAME,2
: AND WHAT HAPPENED AFTER THAT,1
HOW MANY TIMES DO YOU THINK IT HAPPENED BEFORE THAT TIME,2
DID YOU TELL ANYBODY,2
DON'T TELL ANYONE WHAT HAPPENED AFTER THAT,1
HM-HM SO TELL ME MORE ABOUT THE PART WITH THE SHOW AND TELL,1
OKAY SO YOU SAID YOU WERE IN TROUBLE WHY WERE YOU IN TROUBLE WHY WERE YOU IN TROUBLE,2
HM-HM AND WHAT ELSE,3
NO OKAY WHEN YOU TOLD ME BEFORE THAT AFTER YOU WENT HOME AND PLAYED AT HOME TELL ME MORE ABOUT WHAT HAPPENED WHEN YOU WENT HOME,1
HAVE I GOT THAT RIGHT ALL RIGHT SO THEN WHAT HAPPENED AFTER THAT,2
…COME HERE TO TALK TO ME ABOUT TODAY,2
MILLIE TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
I WANT YOU TO TELL ME MORE ABOUT THE PART WHERE YOU PULLED YOUR PANTS DOWN,1
OKAY AND DO YOU KNOW HIS FRIENDS' NAMES,2
AND DID YOU PLAY DOCTORS THAT TIME OR NOT,2
DOES CALLUM OFTEN SAY THINGS TO YOU WHICH ARE MEAN,2
OKAY AND YOU STAY ON THE BLOW-UP MATTRESS OKAY TELL ME ABOUT THE LAST TIME YU STAYED AT YOUR COUSIN'S HOUSE,1
BECAUSE I WASN'T THERE SO IF YOU DESCRIBE HIM FOR ME,2
A SCHOOL DAY OKAY CAN YOU REMEMBER WHAT DAY IT WAS,2
OKAY TELL ME ABOUT WHAT TYPE OF GAMES LIKE ARE YOU PLAYING PIRATES ARE YOU PLAYING MONSTERS WHAT TYPE OF GAMES ARE YOU PLAYING,2
DID CALLUM SAY ANYTHING TO YOU WHEN THIS WAS HAPPENING,2
HOW DID HE DO THAT,2
OKAY CAN YOU TELL ME A LITTLE BIT ABOUT THE RUDE THING,2
OKAY ALL RIGHT ISABELLE HAS THIS HAPPENED ONE TIME OR MORE THAN ONE TIME,2
THAT'S WHERE YOUR HIDING SPOT WAS,2
: HAVE YOU SEEN THAT MAN BEFORE,2
LOTS OF TIMES,2
IS THERE ANYTHING ELSE YOU WANT TO TELL ME THAT I'VE MISSED,2
MATT DID YOU SAY,2
FIVE WOW AND CAN YOU REMEMBER HOW OLD YOU WERE WHEN YOU FIRST PLAYED THE TICKLING GAME,2
NOT SURE OKAY DID YOU SAY ANYTHING TO MUM DID YOU TELL MUM,2
OKAY TELL ME MORE ABOUT THE GAMES,1
: WERE YOU PLAYING WITH ANYONE ELSE AT THE TIME,2
YEAH I'M LISTENING TO YOU SO YOU TELL ME EVERYTHING THAT HAPPENED THAT YOU CAN REMEMBER,0
OKAY AND EXPLAIN TO ME WHAT HE DOES WITH THE STICK,2
HM-HM TELL ME MORE ABOUT WHEN MR MATTHEWS WENT TO THE CUPBOARD WITH YOU,1
OKAY CAN YOU REMEMBER WHAT DAD'S HAND LOOKED LIKE WHEN HE HIT MUM IN THE FACE,2
OKAY AND WHAT PART OF YOUR BODY DO YOU MEAN WITH YOUR BOTTOM,2
TELL ME SOME MORE ABOUT THE BIG BOYS GAME,1
NO OKAY DID YOU DO YOU SAY ANYTHING TO HIM WHEN HE'S DOING THAT,2
OKAY IS THAT WHEN IT GETS SORE,3
WHAT HAPPENS THEN,1
AND WHEN THIS IS HAPPENING WHERE ARE YOU,2
YEAH WHICH PART OF YOUR BODY,2
YOU'RE FIVE OKAY AND CAN YOU TELL ME HOW LONG YOU'VE BEEN PLAYING TICKLING GAMES FOR,2
OKAY DID YOU TELL MUM STRAIGHTAWAY,3
AND WE SPOKE ABOUT WHETHER THIS HAS HAPPENED BEFORE HAS YOU EVER PLAYED HIDE AND SEEK WITH JACK BEFORE,2
WHAT DID CALLUM DO AFTER,2
OKAY NOW TELL ME ABOUT THE PART WHERE HE PUT HIS HANDS DOWN YOUR PANTS AND TOUCHED YOUR WILLY,1
OKAY AND CAN YOU REMEMBER ANY OTHER WORDS THAT DAD USED BESIDES THAT YOU WERE TAKING MUM'S SIDE,2
HM-HM AND WHAT HAPPENED AFTER THAT,1
YEAH DOES HE ONLY COME ROUND WHEN YOUR PARENTS ARE NOT HOME,3
TELL ME MORE ABOUT THE DARES PART,1
NO AND DID ANYTHING ELSE HAPPEN WHEN HE PUT HIS HAND IN YOUR PANTS,2
: AND WHAT DO YOU CALL THEM AUNT,2
TELL ME MORE ABOUT WHEN HE WIPED THE WEE FROM YOUR MINI WHAT WAS HIS HAND DOING,2
DO YOU UNDERSTAND WHAT THE WORD SAFE MEANS,2
YEAH AND THEN WHAT HAPPENED SO SEAN I WASN'T THERE SO CAN YOU TELL ME EVERYTHING THAT HAPPENED,2
TELL ME WHAT HAPPENED WHEN YOU WENT BACK TO MUM,1
OKAY AND WHAT HAPPENED AFTER THAT,1
SO YOUR MUM KNOWS ABOUT IT,2
WHAT WAS HE WEARING,2
OKAY AND WHAT ELSE HAPPENED,1
OKAY I WANT YOU TO TELL ME MORE ABOUT JACK,1
OKAY AND WHAT HAPPENED SO YOU MENTIONED THAT HE PULLS DOWN YOUR PANTS DOES HE TAKE ANY OTHER ITEMS OF CLOTHING OFF,2
OKAY HOW OLD IS YOUR BROTHER,2
OKAY SO WHAT TIME DID YOU GO TO YOUR ROOM,2
YEAH WHO WAS THERE,2
: AND THEN WHAT HAPPENED,1
WHO DID YOU TELL,2
YEAH WHAT THEN,1
OKAY ALL RIGHT WHEN THIS HAPPENS WHERE'S MUM,2
YEAH WHAT HAPPENED,2
EARLIER YOU SAID HE SHOWED YOU HIS DOODLE SO I WANT TO KNOW EVERYTHING ABOUT THAT PART REMEMBER I WASN'T THERE SO TELL ME EVERYTHING WHAT HAPPENED WHEN HE SHOWED YOU HIS DOODLE,1
HM-HM DID ANYTHING ELSE HAPPEN,2
HE FOLLOWED YOU IN SO THIS IS THE BAD MAN THAT YOU WERE JUST TALKING ABOUT,2
AND THEN YOU WAITED UNTIL MUM CAME HOME,2
I NEED TO KNOW ALL ABOUT WHAT'S BEEN HAPPENING TELL ME EVERYTHING ABOUT YOUR PLAY DATE WITH JANET START FROM THE BEGINNING,0
THERE ARE LOTS OF DIFFERENT KINDS OF YUCKY GAMES WHAT'S YOUR YUCKY GAME INVOLVE,2
OKAY SO TELL ME WHAT ONE OF THEM LOOKED LIKE IF YOU DESCRIBE THEM FOR ME,1
AND WHY,2
AND THEN WHAT HAPPENED,1
ONE TIME OKAY SO WHEN JOHNNY HAS TOLD YOU NOT TO TELL ANYONE WHAT'S HAPPENED AFTER THAT,1
HM AND TELL ME ABOUT THE PART WHERE HE GAVE YOU ICE CREAM,1
CAN YOU TELL ME ABOUT THAT,2
OKAY WHAT HAD YOU BEEN DOING THAT DAY DO YOU REMEMBER,2
OH OKAY HOW DO YOU PULL YOUR UNDIES DOWN,2
AND WHAT HAPPENED THEN JESSICA,1
SO YOU SAID THAT HE DID THE NAUGHTY THING TELL ME EVERYTHING YOU REMEMBER ABOUT THAT NAUGHTY THING THAT HE DID TO YOU,1
SO THE MAN HAD A BIG BEARD TELL ME EVERYTHING ELSE YOU REMEMBER ABOUT HOW HE LOOKED,1
YEAH OKAY OKAY WAS ANYONE ELSE THERE WITH YOU AND JACK AT ALL ALAN OR WAS IT JUST YOU AND JACK,2
WHAT ELSE HAPPENED,1
OKAY AND WHY DID HE DO THAT,3
HM-HM AND WHAT HAPPENED THEN,1
NO OKAY WHY IS THAT CAN YOU EXPLAIN WHY HE DIDN'T SAY ANYTHING,3
OKAY SO TELL ME ABOUT THIS GAME THE MR TICKLES GAME,1
OKAY I THINK YOU'VE DONE A GOOD JOB AT ANSWERING MY QUESTIONS AND LISTENING TO MY QUESTIONS TODAY AND I DON'T HAVE ANY FURTHER QUESTIONS DO YOU HAVE ANYTHING ELSE YOU WOULD LIKE TO TELL ME,2
ALAN HOW LONG DO YOU THINK JACK HAD HIS HAND ON YOU TOUCHING YOUR PRIVATE PARTS,2
OKAY AND HOW OKAY AND HOW TALL WAS HE COMPARED TO BEN,2
ARE YOU THE ONLY TWO PEOPLE IN THE CUPBOARD,2
AND SQUEEZES IT YOU MEAN WHAT,2
HM-HM AND THEN WHAT HAPPENED AFTER THAT,1
WHAT HAPPENED THEN,1
