Question,labels
OKAY DID THEY SAY ANYTHING TO BEN,5
DID THEY SAY ANYTHING TO YOU,5
OKAY SO WHEN BEN WAS TOUCHING YOUR PEE- PEE BECAUSE I WASN'T THERE CAN YOU DESCRIBE TO ME HOW HE WAS TOUCHING YOUR PEE-PEE,5
OKAY JUST DESCRIBE TO ME JUST TELL ME HOW HE WAS DOING THAT,4
OKAY SO WHEN YOU SAY AROUND IT WHAT DO YOU MEAN BY THAT,4
OKAY AND YOUR BATMAN UNDIES THEY WERE AROUND YOUR ANKLES YOU TOLD ME BEFORE,13
OKAY ALL RIGHT AND WHAT WERE YOU DOING WHEN THAT WAS HAPPENING,4
OKAY WHY DID YOU LAUGH,4
OKAY AND HOW DID YOU FEEL,4
OKAY AND SO YOUR FRIENDS IAN AND HARRY WHERE WERE THEY WHEN THAT WAS HAPPENING,4
OKAY SO YOU WERE IN THE CUBICLE AND WAS THE DOOR TO THE CUBICLE WAS THAT OPEN OR CLOSED,6
CLOSED OKAY SO COULD YOU HEAR HARRY AND IAN COULD YOU SEE THEM,5
OKAY COULD YOU HEAR THEM AT ALL,5
OKAY AND YOU SAID THAT SO YOU SAID EARLIER THAT YOU HAD TO THAT HARRY AND IAN ALSO WENT INTO THE CUBICLE TELL ME ABOUT THAT,2
OKAY SO HOW LONG DID BEN TOUCH YOUR PEE- PEE FOR,4
A LONG TIME OKAY AND HOW LONG ALL RIGHT SO WHEN BEN FINISHED TOUCHING YOUR PEE-PEE TELL ME HOW HE STOPPED DOING THAT AND THEN WHAT HAPPENED,4
OKAY TELL ME WHEN WHEN HE WAS TOUCHING YOUR PEE-PEE DID YOU TRY AND MOVE OR WERE YOU TRYING TO MOVE OR,6
:  HI ISABELLE TELL ME WHAT YOU'VE COME TO TALK TO ME ABOUT TODAY,0
: OKAY TELL ME EVERYTHING THAT HAPPENED WITH YOUR BROTHER,2
: HM,13
: HM HM-HM TELL ME ABOUT WHAT YOU DO AT THE PARK WITH YOUR BROTHER,2
: HM-HM,13
: HM-HM HOW DO YOU GET REALLY HIGH,4
: HM OKAY ISABELLE I HEARD YOU TOLD MUM THAT YOU DON'T LIKE GOING IN THE TUNNEL AT THE PARK DID YOU TELL MUM THAT YOU DON'T LIKE GOING IN THE TUNNEL AT THE PARK,10
: YEAH TELL ME EVERYTHING THAT HAPPENED TO MAKE YOU NOT LIKE GOING IN THE TUNNEL AT THE PARK,8
: OKAY AND THEN WHAT HAPPENED,1
: HM-HM WHAT ELSE HAPPENED,1
: HM TELL ME MORE ABOUT DOCTORS,2
: HM-HM,13
: HM-HM OKAY SO TELL ME WHAT HAPPENED WHEN YOU PLAYED DOCTORS,2
: HM-HM,13
: HM AND THEN WHAT HAPPENED,1
I: HM-HM,1
: HM HM-HM WHAT ELSE HAPPENED,1
: OKAY OKAY AND HAS THAT HAPPENED ONE TIME OR MORE THAN ONE TIME,6
: ONE TIME OKAY SO HE SAID YOU HAD TO GO ON YOUR KNEES AND HE PUT THE STICK IN YOUR BOTTOM TELL ME MORE ABOUT THE PART WHERE HE PUT THE STICK IN YOUR BOTTOM,2
: HM,13
: OKAY WHAT ELSE HAPPENED,4
: HM-HM TELL ME MORE ABOUT THE PART WHERE IT REALLY HURT,2
: OKAY AND TELL ME MORE ABOUT THE PART WHERE HE WIGGLED IT IN AND OUT,2
: HM AND WHAT HAPPENED THEN,1
: HM HM-HM YEAH,13
: YEAH OKAY AND THAT'S HAPPENED ONE TIME,5
: OKAY IS THERE ANYTHING ELSE THAT'S HAPPENED AT THE PARK THAT YOU DIDN'T LIKE,5
: NO NO OKAY ALL RIGHT OKAY SO TELL ME MORE ABOUT THE PART WHERE HE MADE YOU GO ON YOUR KNEES,2
: HM-HM OKAY AND WHAT ELSE HAPPENED WHEN HE MADE YOU GO ON YOUR KNEES,1
I: HM-HM OKAY WHAT UNDIES WERE YOU WEARING AND WHAT PANTS WERE YOU WEARING,4
: PINK ONES OKAY OKAY AND WHAT ELSE HAPPENED WHEN YOU STARTED CRYING,2
: OKAY WHAT ELSE HAPPENED,1
: HM-HM YEAH AND WHAT DID MUM SAY,4
: OKAY OKAY YEAH OKAY ISABELLE THANKS FOR TELLING ME ANSWERING MY QUESTIONS TODAY IS THERE ANYTHING ELSE THAT YOU CAN TELL ME ABOUT WHEN YOUR BROTHER WIGGLED A STICK IN AND OUT OF YOUR BOTTOM,5
: YOU DON'T KNOW YEAH YOU SAID IT REALLY HURT CAN YOU TELL ME WHICH PART OF YOUR BOTTOM,4
: PARDON,13
: ON THE INSIDE OKAY OKAY IS THERE ANYTHING ELSE YOU CAN TELL ME ABOUT THE PART WHERE IT WENT ON THE INSIDE,5
: YOU DON'T KNOW OKAY TELL ME MORE ABOUT WHAT IT FELT LIKE YOU SAID IT HURT,2
: HM-HM OKAY OKAY TELL ME ANYTHING ELSE THAT YOU CAN REMEMBER ABOUT THAT TIME AT THE PARK IN THE TUNNEL,2
: HM-HM OKAY OKAY ALL RIGHT YOU KNOW WHEN YOU SAID IT REALLY HURT YOUR BOTTOM,13
: CAN YOU TELL ME WHICH PART OF YOUR BOTTOM WAS HURT,5
: WITH THE STICK,5
: NO OKAY THANKS ISABELLE FOR TELLING ME FOR ANSWERING MY QUESTIONS I JUST WANT TO MAKE SURE THAT YOU KNOW WHO YOU CAN TALK TO IF YOU'RE NOT FEELING SAFE WHO CAN YOU TALK TO WHEN YOU'RE NOT FEELING SAFE,4
I: OKAY EXCELLENT OKAY AND IS THERE ANYTHING ELSE THAT YOU CAN TELL ME ABOUT THAT TIME AT THE PARK,7
: YOU DON'T KNOW ALL RIGHT TELL ME MORE ABOUT WHAT YOUR BROTHER WAS SAYING,13
HELLO ISABELLE TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
YOUR BROTHER,13
AND WHAT WOULD YOU LIKE TO TELL ME ABOUT YOUR BROTHER,4
SOME GAMES,13
OKAY TELL ME MORE ABOUT THE GAMES,3
NEW GAME IN THE TUNNEL OKAY TELL ME MORE ABOUT THE PART WHERE HE WANTED YOU TO PLAY THE NEW GAME IN THE TUNNEL,2
AND WHAT HAPPENED WHEN YOU PLAYED DOCTORS,4
HM-HM,13
BONES AREN'T BROKEN OKAY AND WHAT ELSE HAPPENED,1
CHECK YOUR TEMPERATURE,13
INTO YOUR BOTTOM OKAY AND WHAT ELSE HAPPENED,1
OKAY ISABELLE HAS THIS HAPPENED ONE TIME OR MORE THAN ONE TIME,6
MORE THAN ONE TIME OKAY AND DO YOU REMEMBER THE LAST TIME IT HAPPENED,5
AND CAN YOU TELL ME AS MUCH AS YOU CAN ABOUT THE LAST TIME THAT IT HAPPENED,5
OKAY TELL ME AS MUCH AS YOU CAN,2
OKAY HE CALLED YOU A CRY-BABY,13
AND DID YOU PLAY DOCTORS THAT TIME OR NOT,6
AND WHAT HAPPENED THEN,1
OKAY AND TELL ME MORE ABOUT THAT,2
OKAY TELL ME WHEN HE PUTS THE TEMPERATURE THING IN YOUR BOTTOM IS THAT AT THE FRONT OR AT THE BACK,6
AT THE BACK OKAY AND IS THERE ANYTHING ELSE THAT HAPPENS WHEN YOU PLAY DOCTORS,5
HE KNOCKS YOU ON YOUR BONES OKAY AND HOW DOES HE DO THAT,4
TELL ME MORE ABOUT THE STICK,2
OKAY AND EARLIER YOU TOLD ME ABOUT A TEMPERATURE THING,13
TELL ME MORE ABOUT THE TEMPERATURE THING,2
OH OKAY I UNDERSTAND AND YOU SAID THIS HAPPENS IN THE TUNNEL AT THE PARK WHAT ELSE CAN YOU TELL ME ABOUT THE TUNNEL IN THE PARK,2
DARK AND WET,13
HI ISABELLE TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
ABOUT YOUR BROTHER I HEARD SOMETHING BAD HAPPENED TO YOU WHEN YOU WERE WITH YOUR BROTHER DID SOMETHING BAD HAPPEN TO YOU WHEN YOU WERE WITH YOUR BROTHER,10
TELL ME EVERYTHING ABOUT THE BAD THING THAT HAPPENED WITH YOUR BROTHER I WANT TO KNOW ALL ABOUT IT,2
HM-HM,13
ALL OF THE EQUIPMENT,13
A NEW GAME,13
AND THE GAME WAS CALLED DOCTORS HM TELL ME EVERYTHING ABOUT THE NEW GAME CALLED DOCTORS,2
AND YOU WERE BEING THE PATIENT WHAT HAPPENED NEXT,1
HE POKED YOU ALL OVER YOUR BODY TO MAKE SURE YOUR BONES AREN'T BROKEN,13
WHAT HAPPENED NEXT,1
AND TELL ME MORE ABOUT THE PART WHERE HE HAD TO CHECK YOU WITH THE TEMPERATURE STICK,2
HE PUTS THE STICK INTO YOUR BOTTOM,13
AND IT REALLY HURTS,13
AND THEN YOU WENT HOME AND PLAYED IN YOUR ROOM HM-HM TELL ME MORE ABOUT THE TEMPERATURE STICK ISABELLE,13
A BROWN STICK THAT WAS IN THE TUNNEL,13
AND TELL ME ABOUT HOW YOU FELT THIS HAPPENS WITH THE TEMPERATURE STICK,4
JUST REALLY HURT JOHNNY TELL ME EVERYTHING ABOUT JOHNNY,3
AND HE HAS THE SAME BROWN HAIR,13
AND ISABELLE WHEN YOU TOLD ME THAT THIS HAPPENED IN THE TUNNEL CAN YOU TELL ME WHEREABOUTS THE TUNNEL IS AT THE PARK,4
TELL ME WHERE THE TUNNEL IS AT THE PARK,4
AND IT'S REALLY DARK,13
SOMETIMES IT'S WET AND ISABELLE TELL ME HOW MANY TIMES YOU'VE GONE INTO THE TUNNEL WITH JOHNNY,4
AND ISABELLE A LOT OF TIMES HAS YOUR BOTTOM BEEN SORE EVERY TIME YOU'VE GONE TO THE TUNNELS,8
NO OKAY WHEN YOU TOLD ME BEFORE THAT AFTER YOU WENT HOME AND PLAYED AT HOME TELL ME MORE ABOUT WHAT HAPPENED WHEN YOU WENT HOME,2
YOU PLAYED AT HOME WITH YOUR BARBIES IN YOUR ROOM,13
ISABELLE CAN YOU TELL ME ALL THE GOOD THINGS ABOUT WHEN YOU PLAY WITH YOUR BROTHER,5
ALL THE GOOD THINGS WHAT ARE THE GOOD THINGS ABOUT WHEN YOU PLAY WITH YOUR BROTHER,3
HM-HM,13
HM THAT HIDE AND SEEK IN THE HOUSE THAT SOUNDS FUN,13
TELL ME ABOUT ALL THE BAD THINGS ABOUT WHEN YOU PLAY WITH YOUR BROTHER,3
ONLY THE DOCTOR GAME THAT'S A BAD THING,5
ISABELLE ARE THERE TIMES WITH YOUR BROTHER THAT YOU DON'T FEEL SAFE WITH HIM,5
NO AND ARE THERE ANY TIMES WHERE YOU DO FEEL SAFE WITH YOUR BROTHER,5
TELL ME ABOUT ALL THE TIMES WHEN YOU DO FEEL SAFE WITH YOUR BROTHER,3
WHEN YOU PLAY ON THE TRAMPOLINE,13
ARE YOU ABLE TO TELL ME WHAT YOU'VE COME TO TALK TO ME ABOUT TODAY,5
YEAH WHAT IS IT THAT YOU'VE COME TO TALK TO ME ABOUT TODAY,4
YOUR NEIGHBOUR,13
OKAY WHAT IS IT THAT YOU WANT TO TELL ME ABOUT YOUR NEIGHBOUR,4
OKAY AND WHAT'S YOUR NEIGHBOUR'S NAME,4
JACK OKAY HAVE YOU BEEN PLAYING HIDE AND SEEK WITH JACK,5
YEAH OKAY AND YOU SAID THAT YOU DON'T WANT TO PLAY HIDE AND SEEK WITH JACK AGAIN,13
YEAH OKAY DID SOMETHING HAPPEN WHILE YOU WERE PLAYING HIDE AND SEEK,5
YEAH OKAY I WASN'T THERE ALAN SO ARE YOU ABLE TO TELL ME A LITTLE BIT ABOUT WHAT HAPPENED,5
YEAH OKAY ALL RIGHT WHEN WERE YOU PLAYING HIDE AND SEEK WITH ALAN WAS IT AFTER SCHOOL,5
JUST THE OTHER DAY YEAH,13
WAS IT A SCHOOL DAY OR ON THE WEEKEND,6
A SCHOOL DAY OKAY CAN YOU REMEMBER WHAT DAY IT WAS,5
YEAH WHAT DAY WAS IT,4
IT WAS A WEDNESDAY OKAY AND CAN YOU TELL ME A BIT ABOUT WHAT HAPPENED ON WEDNESDAY,5
YEAH YEAH WERE YOU AT SCHOOL ON WEDNESDAY,5
YEAH AND WHAT WERE YOU DOING AT SCHOOL ON WEDNESDAY,4
YEAH OKAY,13
AND ART,13
OKAY ARE YOU GOOD AT ART,5
YEAH YOU LIKE TO PAINT AND DRAW,8
YEAH OKAY ALL RIGHT AND SO WHAT HAPPENED AT THE END OF WHAT WAS YOUR LAST CLASS IS ART YOUR LAST CLASS,5
YEAH OKAY AND DID SOMEONE COME AND PICK YOU UP FROM SCHOOL OR WHAT HAPPENED AFTER ART CLASS,4
YEAH,13
YEAH,13
OKAY OKAY JACK WHERE WERE YOU,4
JUST AT HOME SO JACK CAME OVER TO YOUR HOUSE,13
IS THAT RIGHT YEAH,5
OKAY OKAY AND WHAT HAPPENED WHEN JACK CAME OVER,4
YEAH,13
HM-HM,13
MUM SAID YES OKAY ALL RIGHT AND THEN WHAT HAPPENED,1
YEAH,13
OKAY AND WHAT DID YOU SAY ALAN,4
HM-HM,13
OKAY OKAY SO HE ASKED IF YOU WANTED TO LEARN A NEW GAME AND YOU SAID YES AND THEN HE TOLD YOU THAT THE NAME OF THE GAME WAS SPECIAL HIDE AND SEEK IS THAT RIGHT,5
YEAH OKAY WHAT HAPPENED NEXT,1
HM-HM,13
OH OKAY OKAY,13
ALL RIGHT THEN WHAT HAPPENED,1
YEAH,13
OKAY AND SO DID YOU GO AND HIDE,5
YEAH OKAY WHERE DID YOU HIDE,4
YEAH,13
OKAY HOW LONG DO YOU RECKON,4
OKAY THAT'S A LONG TIME,13
OKAY ALL RIGHT AND THEN YOU SAID THAT HE FOUND YOU IT TOOK HIM A LONG TIME BUT THEN HE FOUND YOU IS THAT RIGHT,5
YES OKAY AND WHAT HAPPENED WHEN JACK FOUND YOU BEHIND THE SHED,4
HM-HM,13
OKAY OKAY SO WHAT DID YOU DO WHEN JACK SAID THAT TO TAKE YOUR PANTS OFF,4
RIGHT,13
HM-HM,13
OKAY CAN YOU TELL ME A BIT ABOUT THAT PART ALAN AND TRY AND TELL ME AS MUCH AS YOU CAN BECAUSE I WASN'T THERE WITH YOU AND JACK SO IT'S HELPFUL IF YOU CAN TELL ME AS MUCH AS YOU REMEMBER ABOUT WHAT HAPPENED SO I CAN UNDERSTAND WHAT HAPPENED,5
YEAH,13
HM-HM SO YOU SAID THAT THERE WAS A NOT NICE PART SO CAN YOU TELL ME A BIT ABOUT THAT,5
YEAH WHAT HAPPENED AFTER JACK SAID ABOUT THE SECOND PART OF THE DARE,4
HM,13
OKAY OKAY AND WHEN YOU SAY STICK WHAT CAN YOU TELL ME WHAT YOU MEAN BY THAT,5
YEAH IS THAT A PART ON YOUR BODY,5
YEAH WHICH PART OF YOUR BODY,4
HM-HM HM-HM OKAY SO I JUST WANT TO CHECK I'VE GOT THIS RIGHT ALAN SO JACK HAS SAID THAT HE WANTED TO TOUCH YOU ON THAT HE HAD TO TOUCH YOU ON THE WILLY AND TOUCHED YOU ON THE WILLY,5
THE STICK YEAH,5
YEAH OKAY WHAT HAPPENED NEXT,1
YEAH,13
OKAY,13
AND IT HURT YEAH OKAY THEN WHAT HAPPENED,1
HM-HM,13
OKAY AND WHEN YOU RAN INSIDE WHAT DID YOU DO,4
YEAH,13
OKAY OKAY AND WHERE WAS YOU DON'T KNOW WHAT JACK DID,4
NOT SURE OKAY DID YOU SAY ANYTHING TO MUM DID YOU TELL MUM,5
OR YOU JUST WENT STRAIGHT INTO YOUR ROOM YOU DID TELL MUM,14
YEAH OKAY OKAY WAS ANYONE ELSE THERE WITH YOU AND JACK AT ALL ALAN OR WAS IT JUST YOU AND JACK,6
YEAH OKAY HAS THIS SPECIAL GAME OF HIDE AND SEEK HAPPEN JUST ONCE OR MORE THAN ONCE,6
JUST ONCE OKAY OKAY AND WHAT HAPPENED WHEN YOU WENT BACK INTO YOUR ROOM,4
HM-HM,13
YOU TOLD MUM OKAY AND WHAT DID MUM DO WHEN YOU TOLD HER,4
TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
I HEARD THAT YOU HAD A PLAYDATE WITH YOUR FRIEND JANET DID YOU HAVE A PLAYDATE WITH YOUR FRIEND JANET,10
I NEED TO KNOW ALL ABOUT WHAT'S BEEN HAPPENING TELL ME EVERYTHING ABOUT YOUR PLAY DATE WITH JANET START FROM THE BEGINNING,0
SORRY SHE'S GOT A WHAT,13
WHAT ELSE HAPPENED,1
HM-HM,13
SORRY IT'S A LITTLE HARD TO HEAR YOU CAN YOU SAY THAT AGAIN,13
WHAT ELSE HAPPENED,1
TELL ME MORE ABOUT THE PART WHERE POP WAS AIMING THE HOSE AT YOU,2
AND WHAT HAPPENED NEXT,1
HM-HM,13
HM-HM WHAT HAPPENED THEN,1
HM-HM,13
SPLASHING GAME,13
WHAT ELSE HAPPENED,1
HM-HM,13
OKAY REMEMBER I WASN'T THERE SO TELL ME EVERYTHING ABOUT SWIMMING IN THE SPA IN AS MUCH DETAIL AS YOU CAN START FROM THE BEGINNING,0
HAND ON PRIVATE,13
WHAT HAPPENED WHEN THERE WAS A HAND ON YOUR PRIVATE,2
HM-HM,13
THEN WHAT HAPPENED,1
HAS THIS HAPPENED ONE TIME OR MORE THAN ONE TIME,6
TELL ME MORE ABOUT THE PART WHERE YOU LOOKED DOWN AND SAW A HAND ON YOUR PRIVATES,2
SORRY I COULDN'T HEAR THAT,13
THE HAND,13
TELL ME MORE ABOUT THE PART WITH THE HAND ON TOP OF YOUR BATHERS,2
HM-HM,13
TELL ME MORE ABOUT THE PART WHERE HE PUSHED THE HAND AWAY,2
HM-HM,13
SWAM TO JANET,13
OKAY TELL ME MORE ABOUT THE PART WHERE YOU SAW IT WAS JANET'S POP'S HAND,2
REMEMBER I WASN'T THERE SO TELL ME EVERYTHING ABOUT THE PART WHERE JANET'S POP WAS REALLY CLOSE TO YOU IN AS MUCH DETAIL AS YOU CAN,0
HM-HM WHAT HAPPENED THEN,1
HM-HM,13
CAN YOU TELL ME TELL ME MORE ABOUT THE PART WHERE YOU PLAYED THE SPLASHING GAME,5
HELLO SOPHIE CAN YOU TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,5
YEAH WHAT I'D LIKE TO TALK TO YOU ABOUT IS WHAT HAPPENED THE LAST TIME YOU HAD AN ACCESS VISIT WITH YOUR DAD,10
CAN YOU TELL ME ABOUT THAT AND WHAT HAPPENED,5
HM-HM SO WHAT DID YOU DO WITH DAD,4
AH-HA OKAY AND WHAT HAPPENED NEXT,1
OH OKAY AND WHAT HAPPENED AFTER THAT,1
OKAY CAN YOU TELL ME ABOUT THAT,5
OKAY CAN YOU TELL ME ABOUT THE SPECIAL PRESENT,5
HM SO WHAT WAS THE SPECIAL PRESENT,4
OH OKAY CAN YOU TELL ME A LITTLE BIT ABOUT THE SPECIAL CUDDLE,5
YEAH AND WHAT WAS THAT ABOUT,4
OKAY OKAY SO HOW DID YOU FEEL ABOUT THAT,4
OKAY SO WHAT HAPPENED AFTER DAD DID THAT,1
YEAH HM-HM,13
OKAY AND WHAT HAPPENED AFTER THAT,1
OKAY YEAH SO I'M JUST WONDERING SO YOU WERE SAYING THAT DAD I'M JUST WONDERING ABOUT THE CAN YOU TELL ME ABOUT SO WHAT'S YOUR MINI,4
OKAY YEAH DID YOU SPEAK TO ANYONE ABOUT THAT AFTER IT HAPPENED,5
NO OKAY SO YOU HAVEN'T SPOKEN TO ANYONE ELSE,7
OKAY CAN YOU TELL ME ABOUT THAT WHO YOU SPOKE TO,5
HM-HM SO WHO DID YOU SPEAK TO,4
OKAY AND WHAT DID MUM SAY,4
OKAY AND WHAT DID MUM SAY WHEN YOU TOLD HER,4
OKAY AND THAT'S WHY YOU'RE HERE TODAY,5
YEAH YEAH OKAY DID DAD SAY ANYTHING DID DAD SAY ANYTHING WHEN HE WAS DOING THAT TO YOU,5
NO OKAY IS THERE ANYTHING ELSE YOU WANT TO TELL ME,5
YEAH WHAT ELSE WOULD YOU LIKE TO TELL ME,4
OKAY CAN YOU TELL ME ABOUT THAT ONE,5
YEAH SO WHEN WAS THAT,4
OKAY WAS THAT WHEN YOU HAD ACCESS VISITS WITH DAD,8
YEAH O KAY AND WHAT HAPPENED THAT TIME WAS IT THE SAME SORT OF CUDDLE,5
NO WHAT HAPPENED THIS TIME WHAT WAS THIS CUDDLE,4
OH OKAY YEAH CAN YOU REMEMBER HOW MANY TIMES,5
NO BUT IT WAS MORE THAN ONCE WAS IT,5
YEAH OKAY DID YOU TELL MUM ABOUT THAT TIME,5
NO OKAY AND HAS DAD GIVEN YOU ANY OTHER SPECIAL CUDDLES,5
NO SO JUST THE TWO TIMES,5
YEAH OKAY AND HAS THERE BEEN ANYONE ELSE WITH DAD OR IS IT JUST YOU AND DAD,6
OKAY AND YOU WERE SAYING WHEN YOU SAID THE LAST TIME LIKE THE TIME BEFORE WAS THAT AT BEDTIME OR WAS THAT AT A DIFFERENT TIME,6
OKAY YEAH SO DOES DAD USUALLY GIVE SPECIAL CUDDLES AT BEDTIME,5
HM-HM OKAY SO IS THERE ANYTHING ELSE YOU WANT TO SPEAK TO ME ABOUT OR YOU THINK THAT I SHOULD KNOW,5
NO OKAY AND HOW ARE YOU FEELING AT THE MOMENT,4
OKAY YOU'RE OKAY,5
NO WORRIES WELL THAT'S THE MAIN THING ALL RIGHT WELL I'M PROBABLY GOING TO HAVE TO TALK TO SOME OTHER PEOPLE MAYBE EVEN MUM AND THEN WE'LL SEE WHAT HAPPENS AFTER THAT,13
OKAY HOW'S THAT HOW DOES THAT SOUND,4
OKAY NO WORRIES WELL THANKS FOR THAT,13
MILLIE TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
TELL ME ABOUT YOUR COUSIN,3
OKAY TELL ME WHAT HAPPENED WITH CALLUM,2
OKAY CAN YOU EXPLAIN TO ME SORRY EXPLAIN TO ME WHY THE BED WAS BOUNCING,5
EXPLAIN TO ME WHY THE BED WAS BOUNCING,4
HE JUMPED ON IT WHO WAS THERE,4
OKAY CAN YOU TELL ME EVERYTHING THAT WAS HAPPENING IN THE BEDROOM,5
CAN YOU EXPLAIN - EXPLAIN TO ME WHAT WAS HAPPENING IN THE BEDROOM,2
WHAT HAPPENED WHEN HE PULLED YOUR PJS DOWN,1
CAN YOU EXPLAIN THAT TO ME,5
EXPLAIN TO ME WHAT HAPPENED WHEN SOMETHING WENT INTO YOUR BOTTOM,2
WHERE WAS CALLUM WHEN THIS WAS HAPPENING,4
WHAT WAS CALLUM DOING WHEN HE WAS BEHIND YOU,4
CAN YOU TELL ME ABOUT HIS DIRTY SPOT,5
EXPLAIN THE DIRTY SPOT TO ME WHAT'S THAT,3
HIS PRIVATE PART,13
WHY WAS IT YUCK,4
DOES HIS PRIVATE PART HAVE ANOTHER NAME OR DO YOU KNOW IT BY ANY OTHER NAME,5
WHAT ELSE IS IT KNOWN BY,4
HIS DOODLE WHAT DOES HE NORMALLY DO WITH HIS DOODLE,4
DID CALLUM SAY ANYTHING TO YOU WHEN THIS WAS HAPPENING,5
DID YOU TELL ANYONE ABOUT WHAT HAPPENED WITH CALLUM,5
WHO DID YOU TELL,4
AND WHAT DID YOU TELL YOUR MUM,4
WHAT HAPPENED AFTER HE DID THAT,1
WHAT DID CALLUM DO AFTER,4
DO YOU KNOW WHEN THIS WAS,5
SO CAN YOU TELL ME WHERE THIS HAPPENED,5
WHERE AS THAT,4
WHEREABOUTS IN CALLUM'S HOUSE,4
WHO ELSE WAS AT HOME,4
OKAY WAS THERE ANYONE ELSE AT HOME BESIDES HIS MUM AND DAD,5
AND WHO NORMALLY LIVES THERE,4
OKAY AND DO YOU KNOW WHEN IN THE DAY THIS WAS,5
CAN YOU TELL ME OR TELL ME WHEN IN THE DAY THIS WAS,4
OKAY DO YOU KNOW WHEN IN THE NIGHT-TIME,5
WHEN IN THE NIGHT-TIME WAS IT,4
OKAY AND WHEN DID YOU TELL YOUR MOTHER,4
DID YOU TELL ANYONE ELSE,5
DID CALLUM DO ANYTHING ELSE WHEN THIS HAPPENED,5
IS THERE ANYTHING ELSE THAT I NEED TO KNOW ABOUT THIS,5
CAN YOU TELL ME ABOUT THAT,5
WHAT ELSE IS IT THAT YOU WOULD LIKE TO TELL ME,4
TELL ME ABOUT THAT,2
AND WHAT HAPPENED AFTER THAT,1
WHEN WAS THE FIRST TIME SOMETHING LIKE THIS HAPPENED WITH CALLUM,4
HAS IT HAPPENED ANY OTHER TIMES,5
DID YOU TELL ANYONE ABOUT THE FIRST TIME IT HAPPENED,5
WHEN WAS IT THAT THE FIRST TIME HAPPENED,4
DO YOU REMEMBER WHERE IT WAS THAT THAT HAPPENED THE FIRST TIME,5
WHERE WAS THAT,4
WHY WERE YOU STAYING AT CALLUM'S HOUSE THAT TIME,4
AND WHO WAS AT CALLUM'S HOUSE THAT TIME,4
DO YOU REMEMBER WHERE YOUR MUM AND DAD WERE,5
OKAY THANK YOU MILLIE,13
TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
ABOUT YOUR STEPDAD SO TELL ME EVERYTHING THAT YOU CAN ABOUT YOUR STEPDAD AND WHAT YOU'VE COME TO TALK TO ME ABOUT,2
AND HE GIVES YOU A BATH EVERY NIGHT,13
AND YOU PLAY GAMES IN THE BATH,13
SO YOU PLAY MERMAID AND WHAT WAS THE SECOND ONE,13
SWIMMER BARBIE AND TICKLING GAMES,13
HM-HM SO TELL ME MORE ABOUT THE MERMAID GAME,3
OKAY AND WHAT ABOUT YOUR SWIMMER GAME,3
AND SHE'S ALLOWED TO GET WET OKAY AND WHAT ABOUT THE TICKLING GAME THAT YOU MENTIONED,13
NOW I'M NOT THERE WHEN THAT HAPPENS SO CAN YOU TELL ME EVERYTHING YOU CAN ABOUT WHEN HE TICKLES YOU FROM YOUR TOES ALL THE WAY UP TO YOUR TUMMY,5
OKAY TELL ME MORE ABOUT WHEN HE TICKLES YOU,2
OKAY AND CAN YOU TELL ME EVERYTHING FROM THE START TO THE FINISH ABOUT WHEN HE TICKLES YOU ON THE MINI,5
OKAY AND TELL ME MORE ABOUT WHEN HE TICKLES YOU ON THE OUTSIDE OF YOUR MINI,2
TOWARDS YOUR LEGS,13
OKAY AND TELL ME MORE ABOUT WHAT HAPPENS WHEN HE MOVES UP,2
OKAY AND THEN YOU GET OUT OKAY AND CAN YOU TELL ME YOU SAID THAT YOU HAVE A BATH WITH HIM EVERY NIGHT CAN YOU TELL ME HOW OFTEN YOU GUYS PLAY TICKLING GAMES,5
ALL THE TIME OKAY AND WHEN YOU SAID THAT HE TICKLES YOUR MINI CAN YOU TELL ME ARE YOU WEARING CLOTHES WHEN YOU HAVE A BATH OR ARE YOU NOT WEARING CLOTHES,6
OKAY AND CAN YOU TELL ME MORE ABOUT WHEN HE TICKLES YOUR MINI WHAT ELSE HAPPENS,5
SORRY,13
YEAH SO TELL ME MORE ABOUT WHAT ELSE HAPPENS,2
OKAY AND WHEN YOU SAY THAT HE TICKLES YOUR MINI CAN YOU TELL ME IS THAT ON TOP OR ONSIDE YOUR MINI OR SOMETHING ELSE,6
ON TOP,13
SO TELL ME MORE ABOUT WHAT HAPPENS WHEN YOU GET OUT OF THE BATH,2
OKAY AND CAN YOU TELL ME MORE ABOUT YOUR STEPDAD STEPHEN APART FROM WHAT YOU'VE ALREADY TOLD ME THAT HE'S VERY TALL AND HIS NAME IS STEPHEN AND HE GIVES YOU A BATH EVERY NIGHT,5
YEAH SO TELL ME MORE ABOUT YOUR STEPDAD,3
AND HE'S BEEN LIVING WITH YOU FOR TWO YEARS,13
OKAY AND HOW OLD ARE YOU CHARLOTTE,4
YOU'RE FIVE OKAY AND CAN YOU TELL ME HOW LONG YOU'VE BEEN PLAYING TICKLING GAMES FOR,5
